product_id,product_kind,normalized_text,attr_mnn,attr_rx_otc,attr_brand,attr_combination_hint,mnn_enriched,rx_otc_enriched,combination_hint_enriched,mnn_source,rx_source,confidence_enriched,explanation_enriched,error_message,enrich_kind,enrich_skip_reason,enrich_status,prompt_version
13664,drug,МЕКСИДОЛ Р-Р ДЛЯ В/В В/М ВВЕД. 50МГ/МЛ АМП. 5МЛ №10 ЭЛЛАРА | ЭЛЛАРА ООО | ЭЛЛАРА ООО,,rx,Мексидол,,этилметилгидроксипиридина сукцинат,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Мексидол является зарегистрированным лекарственным средством, действующим веществом которого является этилметилгидроксипиридина сукцинат. Согласно предоставленному описанию и стандартной практике, данный препарат отпускается по рецепту врача.",,drug,,enriched,prompt_enrichment_v1
13868,vitamin_or_baa,МАСЛО РАСТОРОПШИ ПЕРВЫЙ ХОЛОДНЫЙ ОТЖИМ КАПС. №100 РЕАЛКАПС | РЕАЛКАПС АО | РЕАЛКАПС АО,,,РеалКапс,монокомпонентный,,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,0.85,"Продукт содержит масло расторопши, которое не входит в список конкретных ключевых нутриентов (например, куркумин или омега-3), поэтому mnn установлен как null. По составу это монокомпонентный продукт, так как основным действующим веществом является только масло расторопши.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
14103,drug,МАЛЬВАЦИД СУСП. Д/ПРИЕМА ВНУТРЬ ПАК. 15МЛ №20 | АВВА РУС АО | АВВА РУС АО,,безрецептурный,Мальвацид,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Торговое название «Мальвацид» не позволяет однозначно идентифицировать международное непатентованное наименование (МНН), так как оно может соответствовать разным действующим веществам в зависимости от производителя и состава. Хотя препарат относится к средствам для ЖКТ, отсутствие явных указаний на состав или статус рецептурности требует осторожности в определении.",,drug,,enriched,prompt_enrichment_v1
14162,drug,МАКСИКОЛД РИНО ПОР. Д/Р-РА Д/ПРИЕМА ВНУТРЬ АПЕЛЬСИН ПАК. 15Г №10 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,,otc,Максиколд Рино,комбинированный,,otc,,qwen_enrichment,qwen_enrichment,0.85,"Текст не содержит информации о действующих веществах, поэтому МНН определить невозможно. Препарат относится к безрецептурным средствам от простуды.",,drug,,enriched,prompt_enrichment_v1
14492,drug,Л-ТИРОКСИН ТАБЛ. 100МКГ №50 ОЗОН | ОЗОН ООО | ОЗОН ООО,,rx,Л-Тироксин,монопрепарат,левотироксин,rx,,qwen_enrichment,qwen_enrichment,0.95,Название препарата «Л-Тироксин» является общепринятым сокращением от международного непатентованного наименования «левотироксин». Препараты тиреоидных гормонов относятся к рецептурным средствам.,,drug,,enriched,prompt_enrichment_v1
14577,drug,ЛОРТЕНЗА ТАБЛ. П/ПЛЕН/ОБ. 10МГ+100МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,ЛОРТЕНЗА,комбинированный препарат,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указаны действующие вещества, поэтому определить МНН невозможно. Хотя препарат является комбинированным гипотензивным средством и обычно отпускается по рецепту, без явного указания состава или статуса в тексте точное определение rx_otc затруднено.",,drug,,enriched,prompt_enrichment_v1
14878,vitamin_or_baa,ЛИПРИНА УПРАВЛЕНИЕ ВЕСОМ MAX КАПС. ПО 378МГ №30 | ВЕКТОР-МЕДИКА АО | ВЕКТОР-МЕДИКА АО,,,Липрина,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В предоставленном тексте и базовых атрибутах не указан конкретный действующий нутриент или витамин, а также отсутствует информация о составе продукта. Без указания компонентов невозможно определить доминирующее вещество или тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
14980,vitamin_or_baa,ЛИНЕКС ФОРТЕ КАПС. №14 | ЛЕК Д.Д. | ЛЕК Д.Д.,,,Линекс Форте,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.5,"Продукт «Линекс Форте» относится к эубиотикам (пробиотикам), а не к витаминам или нутрицевтикам из заданного списка ключевых веществ. В предоставленном тексте отсутствует явное указание на конкретный доминирующий компонент или состав комплекса.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
15375,vitamin_or_baa,"ЛЕЦИТИН НАШ С РАСТОРОПШЕЙ КАПС. ПО 0,35Г №60 | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО",Комплекс,,НАШ,лецитин + расторопша,Лецитин,не применимо,multicomponent,qwen_enrichment,qwen_enrichment,0.85,"Продукт содержит лецитин как основной нутриент из списка ключевых веществ, но также включает расторопшу, что делает его многокомпонентным комплексом.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
15379,vitamin_or_baa,ЛЕЦИТИН НАШ ПОР. 120Г | ЮВИКС-ФАРМ ООО | ЮВИКС-ФАРМ ООО,Лецитин,,Лецитин НАШ,монопрепарат,Лецитин,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"Продукт явно содержит лецитин как единственный активный компонент, что подтверждается названием и семантическим описанием монокомпонентной БАД.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
15515,vitamin_or_baa,ЛЕОВИТ КИСЕЛЬ ДИЕТИЧЕСКИЙ ОЧИЩАЮЩИЙ БАНКА 400Г | ЛЕОВИТ НУТРИО | ЛЕОВИТ НУТРИО,,,Леовит Нутрио,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.95,"В названии продукта «ЛЕОВИТ КИСЕЛЬ ДИЕТИЧЕСКИЙ ОЧИЩАЮЩИЙ» не указан конкретный нутриент или витамин из списка ключевых веществ. Продукт представляет собой диетический кисель с комплексным составом для очищения, поэтому определить доминирующий компонент невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
15921,drug,ЛАРИГАМА Р-Р ДЛЯ В/М ВВЕД. АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,,рецептурный,Ларигама,,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"В предоставленном тексте отсутствует информация о действующем веществе, поэтому определить МНН невозможно. Хотя исходные данные указывают на рецептурный статус, без знания состава и точного терапевтического класса этот признак нельзя подтвердить с высокой уверенностью.",,drug,,enriched,prompt_enrichment_v1
15949,drug,ЛАМОЛЕП ТАБЛ. 50МГ №30 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,рецептурный,Ламолеп,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указано активное вещество, поэтому определить международное непатентованное наименование (INN) невозможно. Хотя семантическое объяснение указывает на рецептурный статус, без подтверждения состава и официального источника этот атрибут также остается неопределенным.",,drug,,enriched,prompt_enrichment_v1
15957,drug,ЛАМИТОР ТАБЛ. 100МГ №50 | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД | ТОРРЕНТ ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,ЛАМИТОР,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Торговое название «ЛАМИТОР» не является общепризнанным и однозначно не указывает на конкретное международное непатентованное наименование (МНН) в предоставленном тексте. Хотя препарат относится к противосудорожным средствам, без явного указания действующего вещества или официального источника установить МНН и статус рецептурности с высокой уверенностью невозможно.",,drug,,enriched,prompt_enrichment_v1
16144,drug,"ЛАЗОЛВАН Р-Р Д/ПРИЕМА ВНУТРЬ И ИНГАЛ. 7,5МГ/МЛ ФЛ-КАП. 100МЛ | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л. | ИНСТИТУТ ДЕ АНГЕЛИ С.Р.Л.",,безрецептурный,Лазолван,монопрепарат,амброксол,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Лазолван является известным торговым названием амброксола, который широко применяется как отхаркивающее средство. В большинстве стран, включая Россию, препараты амброксола в данной дозировке отпускаются без рецепта.",,drug,,enriched,prompt_enrichment_v1
16340,vitamin_or_baa,КУРКУМИН 150МГ КАПС. ПО 400МГ №30 ГРИН САЙД | ГРИН САЙД ООО | ГРИН САЙД ООО,Куркумин,,Грин Сайд,,Куркумин,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,В названии продукта явно указан ключевой ингредиент — куркумин (150 мг). Отсутствие упоминания других активных веществ в тексте позволяет классифицировать продукт как монокомпонентный.,,vitamin_or_baa,,enriched,prompt_enrichment_v1
16355,vitamin_or_baa,КУКУРУЗЫ СТОЛБИКИ С РЫЛЬЦАМИ 40Г КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА | КРАСНОГОРСКЛЕКСРЕДСТВА,,,,монопрепарат,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.2,"Продукт представляет собой растительное сырье (кукурузные столбики с рыльцами), а не выделенный нутриент или витамин из списка ключевых веществ. Поскольку это фитопрепарат, а не конкретная молекула, определить mnn как витамин или добавленный компонент невозможно.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
16411,drug,"КСИЛЕН КАПЛИ НАЗ. 0,1% ФЛ-КАП. 20МЛ №4 | ВЕРОФАРМ ООО | ВЕРОФАРМ ООО",,otc,Ксилен,монопрепарат,ксилометазолин,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Ксилен является известным торговым названием ксилометазолина, который используется в качестве назального деконгестанта. Это безрецептурное средство (OTC) для симптоматического лечения заложенности носа.",,drug,,enriched,prompt_enrichment_v1
16419,drug,КСИЗАЛ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №10 | ЮСБ ФАРШИМ С.А. | ЮСБ ФАРШИМ С.А.,,otc,Ксизал,,левоцетиризин,otc,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Ксизал» однозначно соответствует международному непатентованному наименованию левоцетиризин. Препарат является антигистаминным средством и отпускается без рецепта.,,drug,,enriched,prompt_enrichment_v1
16518,drug,КРЕОН 25000 КАПС. КИШ/РАСТ. 25000ЕД №20 | ВЕРОФАРМ АО | ВЕРОФАРМ АО,,rx,Креон,,панкреатин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Креон содержит панкреатин как активное вещество, что подтверждается его фармакологической группой ферментных препаратов. Креон относится к рецептурным лекарственным средствам.",,drug,,enriched,prompt_enrichment_v1
16606,vitamin_or_baa,КОЭНЗИМ Q10 ТАБЛ. 60МГ №30 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,Коэнзим Q10,,Эвалар,,Коэнзим Q10,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,1.0,"В названии товара и описании явно указан единственный активный компонент — Коэнзим Q10. Продукт не содержит других перечисленных нутриентов, что подтверждает его монокомпонентный состав.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
16640,drug,КОСТАРОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №28 | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД | КАДИЛА ФАРМАСЬЮТИКАЛЗ ЛИМИТЕД,,рецептурный,Костарокс,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Текст не содержит информации о действующем веществе, поэтому МНН определить невозможно. Хотя атрибуты указывают на рецептурный статус, без знания состава и подтверждения по официальным источникам точная классификация rx/otc невозможна.",,drug,,enriched,prompt_enrichment_v1
16703,drug,КОРДИАМИН КАПЛИ Д/ПРИЕМА ВНУТРЬ 25% ФЛ-КАП. 30МЛ ТЕХНОПАРК-ЦЕНТР | ТЕХНОПАРК-ЦЕНТР ООО | ТЕХНОПАРК-ЦЕНТР ООО,,,Кордиамин,,никометамид,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое наименование «Кордиамин» однозначно соответствует международному непатентованному наименованию (МНН) никотинамид (никетамид). Препарат является рецептурным средством для стимуляции дыхания и кровообращения.,,drug,,enriched,prompt_enrichment_v1
17218,vitamin_or_baa,КОЖА НОГТИ ВОЛОСЫ КОМПЛЕКС С МСМ ТАБЛ. П/О ПО 1392МГ №30 КВАДРАТ-С | КВАДРАТ-С ООО | КВАДРАТ-С ООО,Комплекс,,"Кожа, ногти, волосы комплекс с МСМ",комплекс,Комплекс,не применимо,multicomponent,qwen_enrichment,qwen_enrichment,0.95,"Продукт представляет собой многокомпонентный комплекс для кожи, ногтей и волос с добавлением МСМ, где нет одного доминирующего нутриента из списка ключевых веществ.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
17254,drug,"КО-ВАМЛОСЕТ ТАБЛ. П/ПЛЕН/ОБ. 5МГ+160МГ+12,5МГ №90 | КРКА-РУС ООО | КРКА-РУС ООО",,rx,Ко-Вамлосет,комбинированный препарат (3 активных компонента),,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте не указаны действующие вещества, поэтому определить МНН невозможно. Хотя препарат относится к антигипертензивным средствам, без точного состава статус рецептурности (rx/otc) нельзя подтвердить с высокой уверенностью.",,drug,,enriched,prompt_enrichment_v1
17447,drug,КЛЕНЗИТ-С ГЕЛЬ Д/НАРУЖ. ПРИМ. ТУБА 15Г | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД | ГЛЕНМАРК ФАРМАСЬЮТИКАЛС ЛТД,,рецептурный,Клензит-С,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"В предоставленном тексте не указаны действующие вещества, поэтому МНН определить невозможно. Хотя препарат Клензит-С обычно является рецептурным, без явного указания состава или статуса в тексте точную классификацию сделать нельзя.",,drug,,enriched,prompt_enrichment_v1
17770,drug,КВАМАТЕЛ ТАБЛ. П/ПЛЕН/ОБ. 40МГ №14 | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО | ГЕДЕОН РИХТЕР ОАО/ГЕДЕОН РИХТЕР-РУС АО,,rx,Квамател,,фамотидин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Квамател является известным торговым названием фамотидина, ингибитора H2-гистаминовых рецепторов. Фамотидин в дозировке 40 мг отпускается по рецепту врача.",,drug,,enriched,prompt_enrichment_v1
17777,drug,КАШНОЛ ЭКСПЕКТОРАНТ СИРОП ФЛ. 200МЛ | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД | ЛОК-БЕТА ФАРМАСЬЮТИКАЛС (И) ПВТ.ЛТД,,otc,Кашнол Экспекторант,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"В предоставленном тексте не указано действующее вещество препарата, поэтому определить МНН невозможно. Хотя отхаркивающие сиропы часто являются безрецептурными, отсутствие информации о составе и точной дозировке делает статус отпуска (Rx/OTC) неопределенным.",,drug,,enriched,prompt_enrichment_v1
17852,drug,КАРИПАЗИМ ЛИОФ. Д/Р-РА Д/НАРУЖ. ПРИМ. 350ПЕ ФЛ. №1 ВИФИТЕХ | ВИФИТЕХ | ВИФИТЕХ,,rx,Карипазим,,папаин,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Карипазим содержит активное вещество папаин (фермент), что подтверждается его фармакологической группой и дозировкой в ПЕ. Препарат относится к рецептурным средствам.",,drug,,enriched,prompt_enrichment_v1
17984,drug,КАПСИКУМ-ПЛЮС ГРАН. ГОМЕОПАТ. ФЛ. 20Г | ДОКТОР Н ООО | ДОКТОР Н ООО,,otc,Капсикум-плюс,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Препарат является гомеопатическим средством, для которого не существует единого международного непатентованного наименования (МНН) в традиционном понимании, так как состав часто разбавлен до отсутствия молекул или включает смесь компонентов без четкой стандартизации МНН. Хотя гомеопатические препараты обычно отпускаются без рецепта, их правовой статус и классификация могут варьироваться, поэтому точное определение rx_otc на основе только названия затруднено.",,drug,,enriched,prompt_enrichment_v1
18152,drug,КАМИСТАД ГЕЛЬ Д/МЕСТН. ПРИМ. 20МГ/Г+185МГ/Г ТУБА 10Г | ШТАДА | ШТАДА,,otc,Камистад,комбинированный,,otc,,qwen_enrichment,qwen_enrichment,0.65,"Текст не содержит явного указания на международное непатентованное наименование (МНН), хотя препарат Камистад обычно содержит лидокаин и хлоргексидин; без прямого упоминания в тексте МНН оставлен как null. Препарат относится к безрецептурным средствам для местного применения в стоматологии.",,drug,,enriched,prompt_enrichment_v1
18320,drug,КАГОЦЕЛ ТАБЛ. 12МГ №30 | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО | НИАРМЕДИК ПЛЮС ООО/НИАРМЕДИК ФАРМА ООО,Кагоцел,без рецепта,Кагоцел,монокомпонентный,кагоцел,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Кагоцел содержит одноименное действующее вещество (INN: кагоцел) и относится к противовирусным средствам. Согласно предоставленным данным и стандартной практике в РФ, данный препарат отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
18327,drug,КАВИНТОН КОНЦ. Д/Р-РА Д/ИНФ. 5МГ/МЛ АМП. 5МЛ №10 | ГЕДЕОН РИХТЕР ОАО | ГЕДЕОН РИХТЕР ОАО,,rx,Кавинтон,,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"В предоставленном тексте не указано действующее вещество, поэтому определить МНН невозможно. Хотя препарат Кавинтон является рецептурным, в задании требуется возвращать 'unknown', если информация о статусе рецепта явно не подтверждена текстом или контекстом.",,drug,,enriched,prompt_enrichment_v1
18732,drug,ИНВОКАНА ТАБЛ. П/ПЛЕН/ОБ. 100МГ №30 | ЯНССЕН ОРТО ЛЛС | ЯНССЕН ОРТО ЛЛС,,rx,Инвокана,монопрепарат,каннаглифлозин,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое наименование «Инвокана» однозначно соответствует международному непатентованному наименованию каннаглифлозин. Препарат является рецептурным средством для лечения сахарного диабета 2 типа.,,drug,,enriched,prompt_enrichment_v1
18837,drug,"ИЗАКАРДИН СПРЕЙ ПОДЪЯЗЫЧ. ДОЗИРОВ. 1,25МГ/ДОЗА ФЛ. 15МЛ 300ДОЗ ФАРМАМЕД | ФАРМАМЕД ООО | ФАРМАМЕД ООО",,rx,Изакардин,,нитроглицерин,rx,,qwen_enrichment,qwen_enrichment,0.95,Препарат «Изакардин» является известным торговым названием нитроглицерина в форме подъязычного спрея для лечения стенокардии. Нитроглицерин относится к рецептурным препаратам (Rx) из-за необходимости строгого контроля дозировки и риска побочных эффектов.,,drug,,enriched,prompt_enrichment_v1
18857,drug,"ИГЛА IME-FINE УНИВЕРСАЛЬНАЯ ИНЪЕКЦИОННАЯ ОДНОРАЗОВАЯ ДЛЯ ИНСУЛИНОВЫХ ШПРИЦ-РУЧЕК 31G 0,26Х5ММ №100 | NINGBO CAREMED MEDICAL PRODUCTS | NINGBO CAREMED MEDICAL PRODUCTS | 31 G",,,IME-FINE,,,unknown,,qwen_enrichment,qwen_enrichment,1.0,"Товар представляет собой медицинское изделие (иглу для шприц-ручек), а не лекарственный препарат, поэтому у него отсутствует международное непатентованное наименование (МНН). Статус рецептурности к изделиям медицинского назначения не применяется.",,drug,,enriched,prompt_enrichment_v1
19072,drug,ЗОВИРАКС ТАБЛ. 200МГ №25 | ГЛАКСО ВЭЛЛКОМ С.А. | ГЛАКСО ВЭЛЛКОМ С.А.,,рецептурный,Зовиракс,,ацикловир,rx,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Зовиракс является известным торговым названием ацикловира, что подтверждается его классификацией как системного противовирусного средства для лечения герпетических инфекций. Ацикловир в дозировке 200 мг в форме таблеток относится к рецептурным препаратам.",,drug,,enriched,prompt_enrichment_v1
19082,drug,ЗИРТЕК КАПЛИ Д/ПРИЕМА ВНУТРЬ 10МГ/МЛ ФЛ-КАП. 20МЛ | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л. | ЭЙСИКА ФАРМАСЬЮТИКАЛЗ С.Р.Л.,,otc,Зиртек,,цетиризин,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Зиртек является известным торговым названием цетиризина, который относится к антигистаминным средствам и отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
19087,drug,ЗИНЕРИТ ПОР. Д/Р-РА Д/НАРУЖ. ПРИМ. ФЛ. 30МЛ | ЛЕО ФАРМА А/С | ЛЕО ФАРМА А/С,,рецептурный,Зинерит,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Текст не содержит информации о действующем веществе, поэтому МНН определен как null. Хотя препарат Зинерит обычно является рецептурным, в предоставленном тексте это явно не указано, поэтому статус rx_otc установлен как unknown.",,drug,,enriched,prompt_enrichment_v1
19106,drug,ЗИЛАКСЕРА ТАБЛ. 15МГ №28 | КРКА-РУС ООО | КРКА-РУС ООО,,рецептурный,Зилаксера,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст не содержит прямого указания на международное непатентованное наименование (МНН), а бренд «Зилаксера» может относиться к разным торговым названиям в зависимости от региона и производителя. Хотя семантическое объяснение предполагает антикоагулянт, без явного подтверждения состава в тексте возвращать МНН и статус рецептурности как достоверные нельзя.",,drug,,enriched,prompt_enrichment_v1
19108,drug,ЗИЛАКСЕРА ТАБЛ. 10МГ №28 | КРКА-РУС ООО | КРКА-РУС ООО,,rx,Зилаксера,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"Текст содержит только торговое название «Зилаксера» без указания действующего вещества, поэтому МНН определить невозможно. Хотя препарат относится к антикоагулянтам (группа крови), в предоставленном описании отсутствует прямая информация о статусе отпуска (рецептурный или безрецептурный).",,drug,,enriched,prompt_enrichment_v1
19315,drug,ЖЕНАЛЕ ТАБЛ. 10МГ №1 | ИЗВАРИНО ФАРМА ООО | ИЗВАРИНО ФАРМА ООО,,рецептурный,Женале,,,unknown,,qwen_enrichment,qwen_enrichment,0.6,"В предоставленном тексте не указано действующее вещество, поэтому МНН определить невозможно. Хотя препарат Женале в реальности является рецептурным гормональным средством, на основе только данного текста установить статус рецептурности строго нельзя.",,drug,,enriched,prompt_enrichment_v1
19710,drug,ДОРЗОПТ КАПЛИ ГЛАЗН. 2% ФЛ-КАП. 5МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,,rx,ДОРЗОПТ,,дорзоламид,rx,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Дорзопт» однозначно соответствует международному непатентованному наименованию дорзоламид (ингибитор карбоангидразы). Глазные капли с таким названием являются рецептурным лекарственным средством.,,drug,,enriched,prompt_enrichment_v1
19860,drug,ДОЛОКОКС ТАБЛ. П/ПЛЕН/ОБ. 90МГ №30 | МАКИЗ-ФАРМА | МАКИЗ-ФАРМА,,rx,ДОЛОКОКС,комбинированный,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"В предоставленном тексте не указано активное вещество, а название «ДОЛОКОКС» не является стандартным для известных гормональных контрацептивов, что делает невозможным точное определение МНН. Хотя в семантическом объяснении предположена группа гормональных средств, отсутствие явных данных о составе и статусе рецептурности требует осторожности.",,drug,,enriched,prompt_enrichment_v1
19982,vitamin_or_baa,ДОКТОР МОРЕ OMEGA-3+AGE ULTRA 1000 КАПС. ПО 1000МГ №60 | ФАРМОУШЕН ЛАБ ООО | ФАРМОУШЕН ЛАБ ООО,Омега-3,,Доктор Море,,Омега-3,не применимо,monocomponent,qwen_enrichment,qwen_enrichment,0.95,"В названии продукта явно указан ключевой нутриент Омега-3, который является доминирующим компонентом. Приставка '+AGE' не указывает на наличие других активных веществ, поэтому продукт классифицируется как монокомпонентный.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
20063,drug,ДИФЛЮКАН КАПС. 150МГ №4 | ФАРЕВА АМБУАЗ | ФАРЕВА АМБУАЗ,,rx,Дифлюкан,,,unknown,,qwen_enrichment,qwen_enrichment,0.5,"В предоставленном тексте отсутствует явное указание международного непатентованного наименования (МНН), поэтому оно не может быть определено с уверенностью на основе только текста. Хотя препарат Дифлюкан обычно содержит флуконазол и является рецептурным, инструкция требует избегать догадок при отсутствии прямых данных в тексте.",,drug,,enriched,prompt_enrichment_v1
20162,drug,ДИНАМИКО ЛОНГ ТАБЛ. П/ПЛЕН/ОБ. 5МГ №14 | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД. | ТЕВА ФАРМАЦЕВТИЧЕСКИЕ ПРЕДПРИЯТИЯ ЛТД.,,rx,Динамико Лонг,монопрепарат,,unknown,,qwen_enrichment,qwen_enrichment,0.4,"Действующее вещество не указано в тексте, а торговое название «Динамико» может соответствовать разным МНН (например, динатрия энаприл или другие), поэтому установить точное МНН невозможно. Статус рецептурности также не определен без знания состава.",,drug,,enriched,prompt_enrichment_v1
20172,drug,ДИМЕКСИД Р-Р Д/НАРУЖ. ПРИМ. 25% ФЛ. ПОЛИМЕР. 200Г ЛЕКАРЬ | ЛЕКАРЬ | ЛЕКАРЬ,,otc,Димексид,,димексид,otc,,qwen_enrichment,qwen_enrichment,0.95,Торговое название «Димексид» однозначно указывает на международное непатентованное наименование действующего вещества — димексид. Препарат относится к безрецептурным средствам для наружного применения.,,drug,,enriched,prompt_enrichment_v1
20358,drug,ДИВАЗА ТАБЛ. Д/РАССАС. №100 | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ | МАТЕРИА МЕДИКА ХОЛДИНГ НПФ,,otc,Диваза,,,otc,,qwen_enrichment,qwen_enrichment,0.95,"Препарат Диваза является гомеопатическим средством, и его точный состав (МНН) не указан в предоставленных данных, поэтому МНН оставлен равным null. Согласно справочной информации, препарат отпускается без рецепта.",,drug,,enriched,prompt_enrichment_v1
20456,vitamin_or_baa,ДЕТРИМАРИН КАПС. ПО 700МГ №60 | ПОЛЯРИС ООО | ПОЛЯРИС ООО,,,Детримарин,,,не применимо,unknown,qwen_enrichment,qwen_enrichment,0.0,"В предоставленном тексте отсутствует информация о составе продукта, поэтому невозможно определить ключевой нутриент или тип комбинации.",,vitamin_or_baa,,enriched,prompt_enrichment_v1
20477,drug,ДЕТРАВЕНОЛ ТАБЛ. П/ПЛЕН/ОБ. 1000МГ №30 | ОЗОН ООО | ОЗОН ООО,,otc,Детравелол,,,unknown,,qwen_enrichment,qwen_enrichment,0.3,"Торговое название «Детравелол» не является стандартным и может быть искажением названия препарата «Детралекс», содержащего диосмин и гесперидин, однако без явного указания МНН в тексте подтверждать состав нельзя. Статус рецептурности также не определен однозначно, так как аналогичные венотоники могут иметь разные ограничения отпуска.",,drug,,enriched,prompt_enrichment_v1
20558,drug,ДЕЛОРСИН ТАБЛ. 5МГ №10 | САНЕКА ФАРМАСЬЮТИКАЛС А.С. | САНЕКА ФАРМАСЬЮТИКАЛС А.С.,,otc,Делорсин,,,unknown,,qwen_enrichment,qwen_enrichment,0.2,"Торговое название «Делорсин» не содержит явных указаний на международное непатентованное наименование (МНН), а в предоставленном тексте состав препарата не указан. Хотя товар может относиться к безрецептурным средствам, точный статус рецептурности и действующее вещество определить невозможно без дополнительных данных.",,drug,,enriched,prompt_enrichment_v1
20623,drug,ДЕКСАЛГИН Р-Р ДЛЯ В/В В/М ВВЕД. 25МГ/МЛ АМП. 2МЛ №5 | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л. | А.МЕНАРИНИ МЭНЮФЕКЧЕРИНГ ЛОДЖИСТИКС ЭНД СЕРВИСИЗ С.Р.Л.,,rx,Дексалгин,,декскетопрофен,rx,,qwen_enrichment,qwen_enrichment,0.95,"Торговое название «Дексалгин» однозначно соответствует международному непатентованному наименованию (МНН) «декскетопрофен». Инъекционные формы НПВС, такие как этот препарат, являются рецептурными лекарственными средствами.",,drug,,enriched,prompt_enrichment_v1
