product_id,normalized_text,final_candidate_mnn,pass_action,identity_gate_status,final_mnn_method,needs_human_review,needs_human_review_any,review_priority,final_age,final_age_method,final_age_stage,final_age_source,final_age_confidence,final_age_reason,sem_age,catalog_age,previous_enrichment_age,identity_enrichment_age,age_candidates_json,label_age,label_notes,m2_non_drug_gate,m2_final_proposed_product_kind,m2_final_override_status,manual_expected_age_hint,manual_expected_age_hint_strength,age_replay_current_value,age_replay_current_method,age_replay_current_stage,age_replay_current_source,age_replay_current_confidence,age_replay_value,age_replay_decision,age_replay_reason,age_replay_evidence_status,age_replay_identity_status,age_replay_conflict_status,age_replay_requires_review,age_replay_queue_action,age_replay_source,age_replay_policy_version
5322,"ТАВОЛГА ВЯЗОЛИСТНАЯ (ЛАБАЗНИК) ТРАВА Ф/П 1,5Г №20 ХЕРБЕС | ХЕРБЕС ООО | ХЕРБЕС ООО",,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
7275,САНОВАСК ТАБЛ. П/КИШ/РАСТ/ПЛЕН/ОБ. 50МГ №30 | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Ацетилсалициловая кислота,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}]",incorrect,"препарат otc, возрастной сегмент - взрослый",not_m2,,,взрослые,explicit_label_note,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=D, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,D,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
7625,РОСИНСУЛИН С МЕДСИНТЕЗ СУСП. ДЛЯ П/К ВВЕД. 100МЕ/МЛ КАРТРИДЖ 3МЛ №5 | ЗАВОД МЕДСИНТЕЗ ООО | ЗАВОД МЕДСИНТЕЗ ООО,Инсулин человеческий,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный",,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
7803,РОЗУВАСТАТИН-ТАД ТАБЛ. П/ПЛЕН/ОБ. 20МГ №30 | Крка-Рус ООО | Крка-Рус ООО,Розувастатин,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
7816,РОЗУВАСТАТИН ТАБЛ. П/ПЛЕН/ОБ. 20МГ №90 ОЗОН | ОЗОН ООО | ОЗОН ООО,Розувастатин,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
7858,РОЗУВАСТАТИН РЕНЕВАЛ ТАБЛ. П/ПЛЕН/ОБ. 10МГ №30 | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,Розувастатин,reuse_existing_enrichment,resolved_enrichment,input_plus_enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
8055,РИМАСОПТ ВМ КАПЛИ ГЛАЗНЫЕ 2МГ/МЛ+5МГ/МЛ ФЛ. 5МЛ №1 | Уорлд медицин илач сан. ве тидж. Аш | Уорлд медицин илач сан. ве тидж. Аш,"Бримонидин, Тимолол",reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
8201,РЕПЕШОК ОБЫКНОВЕННЫЙ ТРАВА 50Г ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,,,универсальный,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",,BAS,approved,bas,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=bas; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
8753,ПРОСТАНОРМ ЭКСТРАКТ Д/ПРИЕМА ВНУТРЬ ЖИДК. ФЛ. 100МЛ | ФАРМВИЛАР НПО ООО | ФАРМВИЛАР НПО ООО,"Зверобоя трава, Золотарника канадского трава, Солодки корни, Эхинацеи пурпурной корневища с корнями",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,взрослые,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
9197,ПОМОГУША СИРОП ДЕТСКИЙ ДЛЯ ДЕТЕЙ С 3-Х ЛЕТ ПРОТИВОПРОСТУДНЫЙ 100МЛ | ЮГ ООО | ЮГ ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,дети,,дети,дети,"[{""value"": ""дети"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""дети"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""дети"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,approved,other,applied,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,not_applicable,m2_not_applicable_candidate,approved M2 BAS/Other non-drug; Age not needed for drug routing; kind=other; override_status=applied. Proposal-only; current Age and product_kind unchanged.,not_applicable,not_applicable,not_applicable,false,not_applicable_no_drug_age_review,m2_reviewed_policy_v1,age_contract_v1
9301,ПОЛЫНИ ГОРЬКОЙ ТРАВА 50Г ФИТОФАРМ | ФИТОФАРМ ООО | ФИТОФАРМ ООО,Полыни горькой трава,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=универсальный; weaker sources differ: sem_baseline=взрослые",взрослые,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - взрослый,not_m2,,,взрослые,explicit_label_note,универсальный,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=empty. No source winner. Display=conflict; current value not accepted.,conflict,unknown,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
9511,ПИОНА НАСТОЙКА РЕНЕВАЛ ФЛ. 25МЛ | ОБНОВЛЕНИЕ ПФК АО | ОБНОВЛЕНИЕ ПФК АО,"Пиона уклоняющегося травы, корневищ и корней настойка",reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
9941,ПАРОДОНТОЦИД ОПОЛАСКИВАТЕЛЬ ДЛЯ ПОЛОСТИ РТА 250МЛ | МОСКОВСКАЯ ФФ | МОСКОВСКАЯ ФФ,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,unknown,not_resolved,none,none,unknown,no accepted pipeline source contains Age; display value unknown,,,универсальный,,"[{""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",,hygiene,not_m2,,,,not_available,unknown,not_resolved,none,none,unknown,unknown,retain_safe_unknown,current Age is unknown and no product-specific explicit Age evidence is stored. unknown is a valid safe outcome; not upgraded from labels or medical inference.,no_saved_evidence,unknown,no_conflict,true,require_product_specific_evidence,mnn_age_policy_replay_v1,age_contract_v1
10046,ПАПАВЕРИН ТАБЛ. 40МГ №10 ИРБИТСКИЙ ХФЗ | ИРБИТСКИЙ ХИМЗАВОД ОАО | ИРБИТСКИЙ ХИМЗАВОД ОАО,Папаверин,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,препарат OTC,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
10536,ОМЕПРАЗОЛ-ОBL КАПС. КИШ/РАСТ. 20МГ №28 | ОБОЛЕНСКОЕ ФП АО | ОБОЛЕНСКОЕ ФП АО,Омепразол,skip_strong_input_mnn,resolved_input_explicit,input_explicit_mnn,FALSE,FALSE,low,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,Sem v3 canonical attr contains Age=взрослые,взрослые,,,,"[{""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - универсальный,not_m2,,,универсальный,explicit_label_note,взрослые,sem_baseline,sem1,sem_wave500_mnn_v3_report,medium,unknown,downgrade_unsupported_to_unknown,"current=взрослые via sem_baseline lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
11142,НУРОФАСТ ТАБЛ. П/ПЛЕН/ОБ. 200МГ №20 | АЛИУМ АО | АЛИУМ АО,Ибупрофен,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present; weaker sources differ: sem_baseline=взрослые",взрослые,,,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=empty identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
11272,НООТРОП КАПС. №48 | ВИС ООО | ВИС ООО,,new_enrichment,unresolved_catalog,unresolved_final,TRUE,TRUE,high,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,identity enrichment run 461: Category=BAS/Other; Age not applicable,взрослые,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",,BAS,not_m2,,,,not_available,not_applicable,not_applicable,mnn_identity_enrichment,mnn_identity_enrichment_pass_searxng_raw,high,conflict,conflict_requires_evidence,unresolved comparable-source conflict (baseline_vs_enrichment_conflict); sem=взрослые prev=универсальный identity=универсальный. No source winner. Display=conflict; current value not accepted.,conflict,C,baseline_vs_enrichment_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
12389,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Мяты перечной листья,new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=универсальный, evidence present",,,универсальный,универсальный,"[{""value"": ""универсальный"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""универсальный"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,универсальный,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=универсальный via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
12495,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,Хондроитина Сульфат Натрия,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}]",correct,,not_m2,,,,not_available,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
13125,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,"levonorgestrel, ethinylestradiol",new_enrichment,unresolved_catalog,enrichment,FALSE,FALSE,low,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,"identity enrichment run 461: status=ok, Category=Drug, Age=взрослые, evidence present",взрослые,,,взрослые,"[{""value"": ""взрослые"", ""method"": ""identity_enrichment"", ""stage"": ""mnn_identity_enrichment"", ""source"": ""mnn_identity_enrichment_pass_results"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",correct,MNN необходим на кирилице,not_m2,,,,not_available,взрослые,identity_enrichment,mnn_identity_enrichment,mnn_identity_enrichment_pass_results,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via identity_enrichment lacks product-specific explicit Age evidence (evidence_status=product_specific_but_no_explicit_age, identity=C, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",product_specific_but_no_explicit_age,C,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
13616,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",Melissae officinalis herba,reuse_existing_enrichment,resolved_enrichment,enrichment,FALSE,FALSE,low,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,"reused prior enrichment: status=ok, validated Age=взрослые",взрослые,,взрослые,,"[{""value"": ""взрослые"", ""method"": ""previous_enrichment"", ""stage"": ""previous_mnn_enrichment"", ""source"": ""mnn_catalog_resolution_wave500_v3"", ""confidence"": ""high""}, {""value"": ""взрослые"", ""method"": ""sem_baseline"", ""stage"": ""sem1"", ""source"": ""sem_wave500_mnn_v3_report"", ""confidence"": ""medium""}]",incorrect,возрастной сегмент - универсальный. MNN необходим на кирилице,not_m2,,,универсальный,explicit_label_note,взрослые,previous_enrichment,previous_mnn_enrichment,mnn_catalog_resolution_wave500_v3,high,unknown,downgrade_unsupported_to_unknown,"current=взрослые via previous_enrichment lacks product-specific explicit Age evidence (evidence_status=no_saved_evidence, identity=unknown, evidence_grade=none). absence of age data != универсальный; Sem adults != adult-only. Downgrade display to unknown. Hint is not used as truth.",no_saved_evidence,unknown,no_conflict,true,send_to_age_contract_review,mnn_age_policy_replay_v1,age_contract_v1
