product_id,run_id,normalized_text,medical_device_profile,product_family,product_kind,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
24070,325,БЕТАДИН СУПП. ВАГ. 200МГ №7 | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО | ЭГИС ФАРМАЦЕВТИЧЕСКИЙ ЗАВОД ЗАО,,Урология,drug,0.95,"Согласно названию товара и подсказкам product_kind='drug' с применимыми атрибутами. Определены: МНН (повидон-йод), бренд (Бетадин), форма (суппозитории вагинальные), дозировка (200 мг), упаковка (№7). Препарат безрецептурный, для взрослых, применяется при вагинальных инфекциях. Комбинация отсутствует.",True,,pending_fallback,direction_select,,semantic_primary,success,Повидон-йод,,Бетадин,,Безрецептурный,,Вагинальные инфекции,,Вагинально,,Суппозитории вагинальные,,200 мг,,Взрослые,,№7 (7 суппозиториев),,,
24445,325,БАХИЛЫ МЕДИЦИНСКИЕ ПОЛИЭТИЛЕНОВЫЕ СТАНДАРТ АРТ.15 20МКМ ПАРА №1 МАРТ | МАРТ ООО | МАРТ ООО,hygiene_like,Гигиена и косметика,medical_device,0.7,"Товар является медицинским изделием (бахилы) с профилем hygiene_like. Большинство фармацевтических атрибутов неприменимы. Из применимых атрибутов указание на упаковку 'пара №1' позволяет задать package_hint, остальные поля не определены.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,,,,,,1 пара,,,
24594,325,БАБУШКИНО ЛУКОШКО ЧАЙ ДЛЯ КОРМЯЩИХ МАМ С АНИСОМ Ф/П 1Г №20 | ФАУСТОВО | ФАУСТОВО,,,other,0.9,"Товар относится к виду 'other' (фиточай), поэтому фармацевтические атрибуты (МНН, нозология, форма выпуска и др.) не применимы. Извлечены бренд, возрастной сегмент и указание на упаковку.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Бабушкино лукошко,,,,,,,,,,,,взрослые,,фильтр-пакеты 1 г №20,,,
25286,325,АСКОРБИНКА ФАРМ-ТИГОДА ТАБЛ. ЖЕВАТ. СО ВКУСОМ КЛУБНИКИ №10 | ФАРМ-ТИГОДА ООО | ФАРМ-ТИГОДА ООО,,Витамины,vitamin_or_baa,0.9,"Товар является витамином (аскорбиновая кислота) в форме жевательных таблеток с клубничным вкусом. Бренд - ФАРМ-ТИГОДА. Признак rx_otc не применим для витаминов, дозировка не указана.",True,,pending_fallback,direction_select,,semantic_primary,success,Аскорбиновая кислота,,ФАРМ-ТИГОДА,,,,Витамин C,,внутрь,,таблетки жевательные,,,,,,10 таблеток,,,
25311,326,"АСКОРБИНКА LIFE ASCORBIC ACID ПОР. ПАК. 2,5Г №10 | МЕЛИГЕН ФП | МЕЛИГЕН ФП",,Витамин C,vitamin_or_baa,0.8,"Продукт является витамином C (аскорбиновая кислота) в форме порошка в пакетиках по 2.5 г для приема внутрь. Так как это витамин, поле rx_otc не применимо, остальные атрибуты извлечены из названия и формы выпуска.",True,,pending_fallback,direction_select,,semantic_primary,success,аскорбиновая кислота,,Аскорбинка,,,,Витамин C,,внутрь,,порошок,,2.5 г,,взрослые,,пакетик,,,
25424,326,АРТОГИСТАН Р-Р ДЛЯ В/М ВВЕД. 100МГ/МЛ АМП. 2МЛ №10 | ГРОТЕКС ООО | ГРОТЕКС ООО,,Инъекции,drug,0.95,"Продукт является лекарственным средством (drug) с явными признаками: торговое наименование Артогистан, лекарственная форма раствор для инъекций, дозировка 100 мг/мл, путь введения внутримышечно, упаковка ампулы 2 мл №10. МНН определен как Толперизон, препарат отпускается по рецепту (Rx), показание - миорелаксант. Все атрибуты применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,Толперизон,,Артогистан,,rx,,Миорелаксант,,внутримышечно,,раствор для инъекций,,100 мг/мл,,,,ампулы 2 мл №10,,,
26346,326,АЛТАЙ №7 ЗДОРОВЫЕ СОСУДЫ С МЕЛИССОЙ ФИТОЧАЙ Ф/П 2Г №20 | АЛТАЙСКИЙ КЕДР ООО | АЛТАЙСКИЙ КЕДР ООО,,Сердечно-сосудистая система,vitamin_or_baa,0.7,"Продукт является БАД (фиточай) для поддержки сердечно-сосудистой системы. На основании типа товара (vitamin_or_baa) поле rx_otc не применимо, МНН и признак комбинации не определены. Дозировка и форма выпуска извлечены из названия (2 г, фильтр-пакет, 20 штук).",True,,pending_fallback,direction_select,,semantic_primary,success,,,АЛТАЙ №7,,,,парафармацевтики,,внутрь,,фильтр-пакет,,2 г,,,,20 шт.,,,
27085,326,АД НОРМА КАПС. №60 | ВИС ООО | ВИС ООО,,БАД,vitamin_or_baa,0.7,"Товар является БАД, поэтому rx_otc не применим. Название 'АД НОРМА' указано как бренд, форма — капсулы, упаковка №60.",True,,pending_fallback,direction_select,,semantic_primary,success,,,АД НОРМА,,,,нутрицевтики,,перорально,,капсулы,,,,,,60 капсул,,,
27480,326,RESOURCE PROTEIN СМЕСЬ С ВЫСОКИМ СОДЕРЖАНИЕМ БЕЛКА СО ВКУСОМ ВАНИЛИ 200МЛ | НЕСТЛЕ ХЕЛС САЙНС ФРАНС | НЕСТЛЕ ХЕЛС САЙНС ФРАНС,,,other,0.7,"Товар относится к категории 'other' (продукты питания), поэтому фармацевтические атрибуты не применимы. Извлечены бренд (Resource) и подсказка упаковки (200 мл). Возрастной сегмент не указан.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Resource,,,,,,,,,,,,,,200 мл,,,
27600,326,MED 2000 ИНГАЛЯТОР КОМПРЕССОРНЫЙ ДЕТСКИЙ СОБАЧКА С СУМКОЙ | MED 2000 S.P.A | MED 2000 S.P.A,clinical_like,Приборы для терапии,medical_device,0.85,"Товар является медицинским изделием (компрессорный ингалятор для детей), поэтому атрибуты MNN, Rx/OTC, нозология и комбинация не применимы. На основе наименования и характеристик определены бренд, способ применения, форма выпуска, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,MED 2000,,,,,,Ингаляционно,,Ингалятор,,,,Детский,,В комплекте сумка,,,
27668,326,LION KIDS SAFE ЩЕТКА ЗУБНАЯ ДЕТСКАЯ С ИОНАМИ СЕРЕБРА ОТ 4 ДО 6 ЛЕТ ШАГ 2 | LION CORPORATION | LION CORPORATION,hygiene_like,Товары для мам и детей,medical_device,0.95,"Товар является медицинским изделием (гигиенический тип), поэтому заполнены только бренд, возрастной сегмент и подсказка по упаковке. Остальные атрибуты неприменимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,LION KIDS SAFE,,,,,,,,,,,,4-6 лет,,1 шт,,,
27860,326,GLS ВИТЕКС КАПС. ПО 320МГ №60 | ГЛОБАЛ ХЭЛФКЕАР ООО | ГЛОБАЛ ХЭЛФКЕАР ООО,,нутрицевтики,vitamin_or_baa,0.85,"Товар является биологически активной добавкой (нутрицевтиком) на основе экстракта витекса в форме капсул по 320 мг. Rx/OTC не применим для БАД, МНН не указывается.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Витекс,,,,нутрицевтики,,перорально,,капсулы,,320 мг,,,,60 капсул,,,
27882,326,GLS АРТУРОН КАПС. 500МГ №50 | ГЛОБАЛ ХЭЛФКЕАР ООО | ГЛОБАЛ ХЭЛФКЕАР ООО,,нутрицевтики,vitamin_or_baa,0.8,"Товар является БАД (нутрицевтик). По названию определены форма выпуска (капсулы), дозировка (500 мг) и упаковка (50 капсул). Бренд предположительно 'Артурон', MNN не указан. Rx/OTC не применим для БАД.",True,,pending_fallback,direction_select,,semantic_primary,success,,,Артурон,,,,Нутрицевтики,,орально,,капсулы,,500 мг,,взрослые,,50 капсул,,,
28074,326,CONSUMED ЛИКОНТИН-КОМФОРТ Р-Р ДЛЯ КОНТАКТНЫХ ЛИНЗ 18МЛ | МЕДСТАР НПФ ООО | МЕДСТАР НПФ ООО,hygiene_like,Гигиена и косметика,medical_device,0.95,"Товар является медицинским изделием (раствор для контактных линз), поэтому заполняются только бренд, возрастной сегмент и указание на упаковку. Остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,CONSUMED,,,,,,,,,,,,взрослый,,18 мл,,,
