product_id,run_id,normalized_text,product_kind,medical_device_profile,semantic_confidence,semantic_explanation,semantic_validation_passed,semantic_reject_reason,decision_status,next_action,selected_category_id,stage,log_status,attr_administration_route_raw,attr_dosage_form_raw,attr_age_segment_raw,attr_mnn,label_mnn,attr_brand,label_brand,attr_rx_otc,label_rx_otc,attr_nosology,label_nosology,attr_administration_route,label_administration_route,attr_dosage_form,label_dosage_form,attr_dosage,label_dosage,attr_age_segment,label_age_segment,attr_package_hint,label_package_hint,attr_combination_hint,label_combination_hint
11331,431,НОВЫЕ ТАЙНЫ ЗОЛОТОГО УСА КРЕМ-СНАДОБЬЕ ПРИ ПЯТОЧНОЙ ШПОРЕ 75МЛ | НАРОДНЫЕ ПРОМЫСЛЫ ООО | НАРОДНЫЕ ПРОМЫСЛЫ ООО,other,,0.7,"Товар относится к категории 'other' (народные средства/косметика). Согласно профилю атрибутов, применимы только бренд, возрастной сегмент и подсказка по упаковке. Бренд и объем упаковки определены из текста, остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Народные промыслы,,,,,,не применимо,,не применимо,,,,не применимо,,75 мл,,,
11346,431,НОВОСВИТ СКРАБ ДЛЯ ТЕЛА МАНГО БАНКА 180МЛ | Народные промыслы | Народные промыслы,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (скраб для тела). Для данного типа продукта применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не используются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,НОВОСВИТ,,,,,,не применимо,,не применимо,,,,не применимо,,банка 180 мл,,,
11351,431,НОВОСВИТ ПИЛИНГ ЭНЗИМНЫЙ ДЛЯ УМЫВАНИЯ ENZYME POMEGRANATE ТУБА 75МЛ | Народные промыслы | Народные промыслы,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, форма выпуска и дозировка, неприменимы. Из доступных атрибутов определены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,НОВОСВИТ,,,,,,не применимо,,не применимо,,,,не применимо,,туба 75 мл,,,
11667,431,"НИКОРЕТТЕ СПРЕЙ Д/СЛИЗИСТ. ОБОЛОЧ. ПОЛОСТИ РТА ДОЗИР. ФРУКТОВО-МЯТНЫЙ 1МГ/ДОЗА ФЛ. 13,2МЛ 150ДОЗ №2 | МАКНИЛ АБ | МАКНИЛ АБ",drug,,0.85,"Товар является лекарственным средством (drug) для заместительной терапии никотиновой зависимости. Атрибуты определены на основе текста: бренд, форма выпуска, дозировка и упаковка. MNN не указан, поэтому оставлен null.",True,,pending_fallback,direction_select,,semantic_primary,success,местно,спрей для слизистой оболочки полости рта дозированный,взрослые,,,Никоретте,,otc,,Заместительная терапия никотиновой зависимости,,,,спрей,,1 мг/доза,,взрослые,,"флакон 13,2 мл, 150 доз, №2",,,
11839,431,НЕЙРОСПАН КОМПЛЕКС ДЛЯ НЕРВНЫХ ВОЛОКОН ТАБЛ. П/О 165МГ №50 | КВАДРАТ-С ООО | КВАДРАТ-С ООО,vitamin_or_baa,,0.7,"Товар относится к категории витаминов/БАД (product_kind=vitamin_or_baa), поэтому rx_otc не применим. На основе названия и формы выпуска определены основные атрибуты: комплексный препарат, пероральная форма, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые оболочкой",,Комплекс,,Нейроспан,,,,Комплексные профили,,перорально,,таблетки,,165 мг,,универсальный,,50 таблеток,,Комплекс витаминов группы B,
11876,431,НЕВСКАЯ КОСМЕТИКА МЫЛО ЖИДКОЕ ДЛЯ ТЕЛА И ВОЛОС ДЕГТЯРНОЕ БАНКА 300МЛ | НЕВСКАЯ КОСМЕТИКА АО | НЕВСКАЯ КОСМЕТИКА АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, форма выпуска и дозировка, неприменимы. Из доступных атрибутов заполнены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Невская косметика,,,,,,не применимо,,не применимо,,,,не применимо,,банка 300мл,,,
12069,431,НАТУРЕТТО ВИТАМИН С И МАРГАНЕЦ ТАБЛ. ЖЕВ. СО ВКУСОМ КЛУБНИКИ №17 | PEZ PRODUCTION EUROPE | PEZ PRODUCTION EUROPE,vitamin_or_baa,,0.85,"Товар относится к категории витаминов и БАД, поэтому rx_otc не применим. На основе названия определены действующее вещество (аскорбиновая кислота), форма выпуска и комбинация с марганцем. Дозировка и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки жевательные,,Аскорбиновая кислота,,Натуретто,,,,Комплексные профили,,перорально,,таблетки жевательные,,,,универсальный,,17 таблеток,,Витамин C + марганец,
12081,431,НАТУРЕЛЛА ПРОКЛАДКИ КЛАССИК НОРМАЛ С КРЫЛЫШКАМИ №9 | ПРОКТЕР ЭНД ГЕМБЛ | ПРОКТЕР ЭНД ГЕМБЛ,medical_device,hygiene_like,0.9,"Товар относится к медицинским изделиям (гигиенические прокладки). Для данного типа товара применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,Натурелла,,,,,,не применимо,,не применимо,,,,взрослые,,9 штук,,,
12132,431,НАТУРАЛЬНЫЕ МАСЛА МАСЛО КАСТОРОВОЕ 30МЛ | НАТУРАЛЬНЫЕ МАСЛА ООО | НАТУРАЛЬНЫЕ МАСЛА ООО,cosmetic_hygiene,,0.7,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому большинство фармацевтических атрибутов неприменимы. Из доступных полей заполнен только package_hint (объем 30 мл), остальные атрибуты не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,,,,,,,не применимо,,не применимо,,,,не применимо,,30 мл,,,
12148,432,НАТУРАЛИС ПУСТЫРНИК ФОРТЕ С ВИТАМИНОМ В6 И MG ТАБЛ. №40 | ПАРАФАРМ ООО | ПАРАФАРМ ООО,vitamin_or_baa,,0.7,"Товар относится к БАД (vitamin_or_baa), поэтому rx_otc не применим. Название указывает на комбинированный состав с пустырником, витамином B6 и магнием, форма выпуска — таблетки №40.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,,,Натуралис Пустырник Форте,,,,нутрицевтики,,перорально,,таблетки,,,,взрослые,,№40,,пустырник + витамин B6 + магний,
12187,432,НАТУМА ЭМОЛИБЕЙЗ КРЕМ ДЛЯ ЛИЦА И ТЕЛА 100МЛ | СТМ ЭКСПЕРТ ООО | СТМ ЭКСПЕРТ ООО,cosmetic_hygiene,,0.8,"Товар относится к категории косметических средств (косметика и гигиена), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, путь введения, лекарственная форма и дозировка, неприменимы. Из доступных атрибутов определены бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,НАТУМА ЭМОЛИБЕЙЗ,,,,,,не применимо,,не применимо,,,,не применимо,,100 мл,,,
12268,432,НАСЛЕДИЕ ПРИРОДЫ ОБЛЕПИХОВОЕ МАСЛО ФЛ. 100МЛ | КАМЕЛИЯ-ЛТ ООО | КАМЕЛИЯ-ЛТ ООО,other,,0.7,"Товар относится к категории 'other', поэтому большинство фармацевтических атрибутов неприменимы. Из названия извлечены бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Наследие Природы,,,,,,не применимо,,не применимо,,,,не применимо,,флакон 100 мл,,,
12389,432,"МЯТЫ ПЕРЕЧНОЙ ЛИСТЬЯ Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",drug,,0.85,"Товар является лекарственным растительным препаратом (drug, семейство 'Травы'). На основе текста определены основные атрибуты: МНН, бренд, форма выпуска, дозировка и способ применения. Нозология и возрастной сегмент не указаны в названии.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,фильтр-пакеты,,Мяты перечной листья,,Здоровье,,otc,,,,перорально,,фильтр-пакеты,,"1,5 г",,,,20 фильтр-пакетов,,,
12489,432,"МУКОСАТ ТАБЛ. ШИП. СО ВКУСОМ АНАНАСА ПО 3,8Г №20 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО",other,,0.7,"Товар относится к категории 'other', поэтому большинство фармацевтических атрибутов неприменимы. Из доступных полей заполнены бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Мукосат,,,,,,не применимо,,не применимо,,,,не применимо,,20 таблеток,,,
12495,432,МУКОСАТ МАЗЬ Д/НАРУЖ. ПРИМ. 5% ТУБА 30Г | ЗЕЛЕНАЯ ДУБРАВА ЗАО | ЗЕЛЕНАЯ ДУБРАВА ЗАО,drug,,0.8,"Товар является лекарственным препаратом (drug) с применимыми всеми атрибутами. МНН и нозология не указаны в названии, поэтому оставлены пустыми. Дозировка и форма выпуска извлечены из текста.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,мазь,,,,Зеленая дубрава,,otc,,,,наружно,,мазь,,5%,,,,туба 30 г,,,
12645,432,МОН АМИ ТЕСТ ДЛЯ ОПРЕДЕЛЕНИЯ БЕРЕМЕННОСТИ №1 | W.H.P.M. Bioresearch&Technology | W.H.P.M. Bioresearch&Technology,medical_device,clinical_like,0.7,"Товар относится к медицинским изделиям (клинический профиль). Для теста на беременность не применимы MNN, рецептурность, нозология и комбинированный признак; указан бренд и упаковка №1.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,W.H.P.M. Bioresearch&Technology,,,,,,,,,,,,,,№1,,,
12852,432,МИЦЕЛЛЯРНЫЕ ВИТАМИНЫ КОЭНЗИМ МИЦЕЛЛИРОВАННЫЙ Q10 КАПС. ПО 800МГ №90 | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,vitamin_or_baa,,0.85,"Товар относится к БАД (витаминно-минеральный комплекс) на основе коэнзима Q10. Учитывая профиль витаминов и БАД, заполнены соответствующие поля, rx_otc не применим.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,взрослые,Коэнзим Q10,,,,,,нутрицевтики,,перорально,,капсулы,,800 мг,,взрослые,,90 капсул,,,
12854,432,МИЦЕЛЛЯРНЫЕ ВИТАМИНЫ ВИТАМИН Д3 600МЕ МИЦЕЛЛИРОВАННЫЙ КАПС. ПО 670МГ №120 | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,vitamin_or_baa,,0.85,"Товар относится к витаминам (витамин D3), поэтому rx_otc не применим. На основе названия определены МНН (холекальциферол), путь введения, лекарственная форма и дозировка. Бренд и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,Холекальциферол,,,,,,Витамин D,,перорально,,капсулы,,600 МЕ,,универсальный,,120 капсул,,,
12892,432,МИРРОЛЛА СУЛЬСЕН МИТЕ ШАМПУНЬ ДЛЯ ПРОФИЛАКТИКИ ПЕРХОТИ 1% 150МЛ | МИРРОЛЛА ООО | МИРРОЛЛА ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика/гигиена (шампунь), поэтому фармацевтические атрибуты (МНН, рецептурность, нозология и др.) неприменимы. Из доступных полей заполнены бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Мирролла,,,,,,не применимо,,не применимо,,,,не применимо,,150 мл,,,
12967,433,МИРРОЛЛА МАСКА РЕПЕЙНАЯ С ВИТАМИНАМИ ФЛ. 250МЛ | Мирролла ООО | Мирролла ООО,vitamin_or_baa,,0.7,"Товар относится к категории витаминов/БАД (product_kind: vitamin_or_baa). Это репейная маска с витаминами, поэтому mnn не указан, rx_otc не применим, а administration_route и dosage не определены. Указаны бренд, лекарственная форма и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,маска,,,,Мирролла,,,,нутрицевтики,,,,,,,,универсальный,,флакон 250 мл,,,
13060,433,МИНИМАКС ЛОСЬОН ДЛЯ РУК С АНТИБАКТЕРИАЛЬНЫМ ЭФФЕКТОМ 100МЛ | МИРАН-ПАРФЮМ ООО | МИРАН-ПАРФЮМ ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена, поэтому фармацевтические атрибуты (МНН, рецептурность, нозология, форма выпуска, дозировка) неприменимы. Из доступных атрибутов определены бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,МИНИМАКС,,,,,,не применимо,,не применимо,,,,не применимо,,100 мл,,,
13125,433,МИКРОГИНОН ТАБЛ. П/О 150МКГ+30МКГ №21 | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С | ДЕЛЬФАРМ ЛИЛЛЬ С.А.С,drug,,0.85,"Препарат относится к группе гормональных контрацептивов, является комбинированным оральным контрацептивом. На основе названия и формы выпуска определены основные атрибуты, МНН не указано в исходных данных.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые оболочкой",взрослые,,,МИКРОГИНОН,,rx,,Контрацепция,,перорально,,таблетки,,150мкг+30мкг,,взрослые,,21 таблетка,,комбинированный препарат,
13321,433,МЕТОРТРИТ Р-Р Д/ИН. 10МГ/МЛ ШПРИЦ 1МЛ №1 | РОМФАРМ КОМПАНИ С.Р.Л. | РОМФАРМ КОМПАНИ С.Р.Л.,medical_device,clinical_like,0.7,"Товар относится к медицинским изделиям (clinical_like), поэтому MNN, RX/OTC, нозология и комбинация неприменимы. Атрибуты administration_route, dosage_form, dosage и package_hint извлечены из текста, brand определен по производителю.",True,,pending_fallback,direction_select,,semantic_primary,success,инъекционно,раствор для инъекций,,,,Ромфарм,,,,,,инъекционное,,раствор,,10 мг/мл,,,,шприц 1 мл №1,,,
13533,433,МЕЛЬДОНИЙ КАПС. 500МГ №60 ФАРМСТАНДАРТ | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА ОАО,drug,,0.9,"Товар является лекарственным препаратом (drug) с полным набором применимых атрибутов. На основе текста определены МНН, форма выпуска, дозировка и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,капсулы,взрослый,Мельдоний,,Фармстандарт,,rx,,Хроническая сердечная недостаточность,,перорально,,капсулы,,500 мг,,взрослые,,60 капсул,,,
13612,433,МЕЛИТИД Р-Р ДЛЯ П/К ВВЕД. 6МГ/МЛ ШПРИЦ-РУЧКА 3МЛ №1 | СИННАГЕН КО. | СИННАГЕН КО.,medical_device,clinical_like,0.85,"Товар относится к медицинским изделиям (clinical_like), поэтому mnn, rx_otc, nosology и combination_hint не применимы. Атрибуты administration_route, dosage_form, dosage и package_hint извлечены из текста.",True,,pending_fallback,direction_select,,semantic_primary,success,подкожно,раствор для подкожного введения,,,,СИННАГЕН,,,,,,подкожно,,раствор,,6 мг/мл,,,,шприц-ручка 3 мл №1,,,
13616,433,"МЕЛИССЫ ЛЕКАРСТВЕННОЙ ТРАВА Ф/П 1,5Г №20 ЗДОРОВЬЕ | ЗДОРОВЬЕ ФИРМА ООО | ЗДОРОВЬЕ ФИРМА ООО",drug,,0.9,Товар является лекарственным растительным препаратом (трава мелиссы). Атрибуты определены на основе названия и стандартных характеристик данной категории.,True,,pending_fallback,direction_select,,semantic_primary,success,Внутрь,Трава в фильтр-пакетах,Взрослые,Мелиссы лекарственной трава,,Здоровье,,Без рецепта,,Растительные седативные монокомпонентные,,перорально,,фильтр-пакеты,,"1,5 г",,взрослые,,20 фильтр-пакетов,,,
13645,433,МЕКСИПРИМ ТАБЛ. П/ПЛЕН/ОБ. 125МГ №60 | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ | ОБНИНСКАЯ ХИМИКО-ФАРМАЦЕВТИЧЕСКАЯ КОМПАНИЯ,drug,,0.9,"Товар является лекарственным препаратом (drug) с известным действующим веществом этилметилгидроксипиридина сукцинат, торговым наименованием Мексиприм и формой выпуска. Все атрибуты применимы, поэтому заполнены на основе текста.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Этилметилгидроксипиридина сукцинат,,Мексиприм,,rx,,Антиоксидантное средство,,перорально,,таблетки,,125 мг,,взрослые,,60 таблеток,,,
13823,433,МАСЛО ЭФИРНОЕ ПАЧУЛИ ФЛ. 10МЛ МЕДИКОМЕД | МЕДИКОМЕД НПФ ООО | МЕДИКОМЕД НПФ ООО,other,,0.7,"Товар относится к категории 'other' (эфирное масло), для которой по профилю атрибутов применимы только brand, age_segment и package_hint. Остальные фармацевтические атрибуты не применимы, поэтому возвращены null.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Медикомед,,,,,,не применимо,,не применимо,,,,не применимо,,флакон 10 мл,,,
13877,433,МАСЛО МАЛИНЫ ФЛ. 10МЛ КУПАВА | КУПАВА ООО | КУПАВА ООО,other,,0.7,"Товар относится к категории 'other' (масло малины). Согласно профилю атрибутов, применимы только brand и package_hint, остальные фармацевтические поля не заполняются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,КУПАВА,,,,,,не применимо,,не применимо,,,,не применимо,,фл. 10мл,,,
13923,434,МАСЛО КОСМЕТИЧЕСКОЕ АВОКАДО ФЛ. 30МЛ НАТУРАЛЬНЫЕ МАСЛА | НАТУРАЛЬНЫЕ МАСЛА ООО | НАТУРАЛЬНЫЕ МАСЛА ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (косметическое масло), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология и форма выпуска, не применимы. Указаны только бренд и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Натуральные масла,,,,,,не применимо,,не применимо,,,,не применимо,,флакон 30 мл,,,
13939,434,МАСКУЛАН ГЕЛЬ-СМАЗКА УЛЬТРА СКОЛЬЖЕНИЕ 50МЛ | ВИТА ООО ХБО ПРИ РАН ФИРМА | ВИТА ООО ХБО ПРИ РАН ФИРМА,medical_device,hygiene_like,0.8,"Товар относится к медицинским изделиям (гигиенический профиль), поэтому фармацевтические атрибуты не применимы. Извлечены только бренд и объем упаковки.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Маскулан,,,,,,не применимо,,не применимо,,,,не применимо,,50 мл,,,
14024,434,МАРАЛ ВАННЫ СКИПИДАРНЫЕ КОНЦЕНТРАТ БЕЛАЯ ЭМУЛЬСИЯ 80МЛ | АЛТАЙВИТАМИНЫ ЗАО | АЛТАЙВИТАМИНЫ ЗАО,vitamin_or_baa,,0.7,"Товар относится к категории БАД (витаминно-минеральные комплексы). Это концентрат для ванн, поэтому указаны наружное применение и форма выпуска — эмульсия. Точный состав и возрастные ограничения не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,эмульсия,,,,АЛТАЙВИТАМИНЫ,,,,нутрицевтики,,наружно,,,,,,универсальный,,80 мл,,,
14136,434,М АКТИВ ЦИМИЦИФУГА+ ВИТАМИНЫ ДЛЯ ЖЕНЩИН 45+ КАПС. МАССОЙ 450МГ №60 МЕЛОДИЯ ЗДОРОВЬЯ | ГРИН САЙД ООО | ГРИН САЙД ООО,vitamin_or_baa,,0.8,"Товар является БАД для женщин 45+, содержит цимицифугу и витамины. Атрибуты rx_otc не применимы для БАД, mnn не указан, так как это комплексный продукт.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,45+,,,МЕЛОДИЯ ЗДОРОВЬЯ,,,,нутрицевтики,,перорально,,капсулы,,450 мг,,универсальный,,60 капсул,,комбинированный,
14164,434,"МАКСИКОЛД ЛОР ТАБС ДВОЙНОЕ ДЕЙСТВИЕ ТАБЛ. Д/РАССАС. 8,75МГ+1МГ №20 | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО | ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА / ОТИСИФАРМ ПРО",drug,,0.85,"Препарат относится к категории drug, все атрибуты применимы. На основе названия и состава определены МНН, бренд, форма выпуска и дозировка. Препарат отпускается без рецепта.",True,,pending_fallback,direction_select,,semantic_primary,success,местное применение,таблетки для рассасывания,взрослые,Бензокаин + Цетилпиридиния хлорид,,Максиколд Лор,,otc,,Симптоматическая терапия заболеваний глотки,,наружно,,таблетки,,"8,75 мг + 1 мг",,взрослые,,№20,,Двойное действие,
14208,434,"МАГНИЙ ХЕЛАТ ТАБЛ. 1,4Г №60 ЭВАЛАР | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО",vitamin_or_baa,,0.85,"Товар относится к категории витаминов и БАД, поэтому rx_otc не применим. На основе названия и подсказок определены основные атрибуты: действующее вещество — магний, форма выпуска — таблетки, дозировка — 1,4 г, упаковка — 60 таблеток, бренд — Эвалар.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,взрослые,Магний,,Эвалар,,,,нутрицевтики,,перорально,,таблетки,,"1,4 г",,взрослые,,60 таблеток,,,
14221,434,МАГНИЙ В6 ЭВАЛАР ТАБЛ. №60 | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,vitamin_or_baa,,0.8,"Товар относится к категории витаминов/БАД, поэтому rx_otc не применим. На основе названия определены действующее вещество (магний), форма выпуска (таблетки) и комбинация с витамином B6. Дозировка и возрастной сегмент не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,таблетки,,Магний,,Эвалар,,,,Комплексные профили,,перорально,,таблетки,,,,универсальный,,60 таблеток,,Магний + B6,
14388,434,ЛЯ РОШ ПОЗЕ ГИАЛУ В5 АКВАГЕЛЬ КОНЦЕНТРИРОВАННЫЙ ДЛЯ УВЛАЖНЕНИЯ И ТОНУСА КОЖИ SPF30 50МЛ | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (косметика и гигиена), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, форма выпуска и дозировка, не применимы. Извлекаются только бренд, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,ЛЯ РОШ ПОЗЕ,,,,,,не применимо,,не применимо,,,,не применимо,,50 мл,,,
14395,434,ЛЯ РОШ ПОЗЕ ВИТАМИН С10 СЫВОРОТКА АНТИОКСИДАНТНАЯ ДЛЯ КОЖИ ЛИЦА И ШЕИ ДЛЯ ОБНОВЛЕНИЯ ФЛ. 30МЛ (MB156100) | ЛОРЕАЛЬ АО | ЛОРЕАЛЬ АО,cosmetic_hygiene,,0.9,"Товар относится к категории косметических средств (косметика и гигиена), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, нозология, форма выпуска и дозировка, не применимы. Извлекаются только бренд, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,La Roche-Posay,,,,,,не применимо,,не применимо,,,,взрослые,,флакон 30 мл,,,
14470,434,"ЛЬНЯНОЕ МАСЛО АЛТАЙ ОМЕГА-3 0,5Г КАПС. №60 | АЛТАЙВИТАМИНЫ ЗАО | АЛТАЙВИТАМИНЫ ЗАО",vitamin_or_baa,,0.85,"Товар относится к БАД (Омега-3), поэтому rx_otc не применим. MNN не указан, так как это комплексный продукт на основе льняного масла. Основные атрибуты (форма, дозировка, упаковка) извлечены из названия.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,капсулы,,,,Алтайвитамины,,,,нутрицевтики,,перорально,,капсулы,,"0,5 г",,универсальный,,60 капсул,,,
14509,435,ЛОШАДИНОЕ ЗДОРОВЬЕ КРЕМ ДЛЯ ТЕЛА КОНЦЕНТР. С ХОНДРОИТИНОМ И ГЛЮКОЗАМИНОМ 200МЛ | КОРОЛЕВ ФАРМ ООО | КОРОЛЕВ ФАРМ ООО,cosmetic_hygiene,,0.9,"Товар относится к категории косметика и гигиена (cosmetic_hygiene), поэтому фармацевтические атрибуты, такие как МНН, рецептурность, форма выпуска и дозировка, не применимы. Извлекаются только бренд, возрастной сегмент и упаковка.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,ЛОШАДИНОЕ ЗДОРОВЬЕ,,,,,,не применимо,,не применимо,,,,не применимо,,200 мл,,,
14536,435,ЛОШАДИНАЯ СИЛА ГЕЛЬ ТОНИЗИРУЮЩИЙ С КОНСКИМ КАШТАНОМ И ЭКСТРАКТОМ ПИЯВКИ 125МЛ | БИОФАРМЛАБ ООО | БИОФАРМЛАБ ООО,cosmetic_hygiene,,0.85,"Товар относится к категории косметика и гигиена (косметическое средство). Согласно профилю атрибутов, заполнены только бренд, возрастной сегмент и упаковка, остальные фармацевтические поля не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослые,,,Лошадиная сила,,,,,,не применимо,,не применимо,,,,взрослые,,125 мл,,,
14593,435,ЛОРНОКСЕФ ТАБЛ. П/ПЛЕН/ОБ. 8МГ №10 | ФАРМПРОЕКТ АО | ФАРМПРОЕКТ АО,drug,,0.9,"Товар является лекарственным препаратом (drug), поэтому все фармацевтические атрибуты применимы. На основе текста определены МНН (лорноксикам), торговое наименование, форма выпуска, дозировка и упаковка. Препарат отпускается по рецепту.",True,,pending_fallback,direction_select,,semantic_primary,success,перорально,"таблетки, покрытые пленочной оболочкой",взрослые,Лорноксикам,,Лорноксеф,,rx,,Нестероидные противовоспалительные препараты,,перорально,,таблетки,,8 мг,,взрослые,,10 таблеток,,,
14664,435,ЛОРА СЫВОРОТКА МЕЗОЭФФЕКТ 30Г | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,cosmetic_hygiene,,0.8,"Товар относится к категории косметика и гигиена (cosmetic_hygiene). Для данного типа товара применимы только бренд, возрастной сегмент и подсказка по упаковке, остальные фармацевтические атрибуты не применимы.",True,,pending_fallback,direction_select,,semantic_primary,success,,,,,,Эвалар,,,,,,не применимо,,не применимо,,,,не применимо,,30 г,,,
14668,435,ЛОРА КРЕМ ДЛЯ ЛИЦА АНТИВОЗРАСТНОЙ 30Г | ЭВАЛАР ЗАО | ЭВАЛАР ЗАО,cosmetic_hygiene,,0.85,"Товар относится к категории косметических средств (cosmetic_hygiene). Для данного типа продукта применимы только бренд, возрастной сегмент и упаковка, остальные фармацевтические атрибуты не используются.",True,,pending_fallback,direction_select,,semantic_primary,success,,,взрослый,,,Эвалар,,,,,,не применимо,,не применимо,,,,взрослые,,30 г,,,
14679,435,ЛОПЕРАМИД ТАБЛ. 2МГ №30 ОЗОН | ОЗОН ООО | ОЗОН ООО,drug,,0.9,"Товар является лекарственным средством (drug) с полным набором применимых атрибутов. На основе названия определены МНН, форма выпуска, дозировка и показание. Упаковка содержит 30 таблеток.",True,,pending_fallback,direction_select,,semantic_primary,success,внутрь,таблетки,взрослые,Лоперамид,,,,otc,,Диарея,,перорально,,таблетки,,2 мг,,взрослые,,30 таблеток,,,
14719,435,"ЛОКОИД КРЕЛО ЭМУЛЬСИЯ Д/НАРУЖ. ПРИМ. 0,1% ФЛ. 30Г | ТЕММЛЕР ИТАЛИА С.Р.Л | ТЕММЛЕР ИТАЛИА С.Р.Л",drug,,0.9,"Препарат Локоид Крело является лекарственным средством (drug) для наружного применения. На основе текста определены МНН (гидрокортизон), бренд, форма выпуска, дозировка и показание. Возрастной сегмент и комбинированный состав не указаны.",True,,pending_fallback,direction_select,,semantic_primary,success,наружно,эмульсия,,Гидрокортизон,,Локоид,,rx,,Дерматит,,наружно,,,,"0,1%",,,,флакон 30 г,,,
